avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,satisfaction,status,tenure,last_evaluation_missing,underperformer,unhappy,overachiever,department_IT,department_Missing,department_admin,department_engineering,department_finance,department_management,department_marketing,department_procurement,department_product,department_sales,department_support,salary_high,salary_low,salary_medium
145,0.0,0.507109237823,2,0.0,0.353698844977,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
198,0.0,0.952330584562,5,0.0,0.646374096894,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
167,0.0,0.38605639554300003,3,0.0,0.527374015735,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
191,0.0,0.608252860051,3,0.0,0.822583299634,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
199,1.0,0.376777138765,5,0.0,0.783144152661,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119,0.0,0.413335650581,3,0.0,0.41282318784,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
200,0.0,0.9378444400139999,5,0.0,0.710721051898,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
185,0.0,0.546788240603,4,0.0,0.701998748705,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
245,0.0,0.48063232737499995,4,0.0,0.70092475597,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
257,0.0,0.7682428477429999,3,0.0,0.29031803178300003,0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
148,0.0,0.52589186529,2,0.0,0.410286691814,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
131,0.0,0.53147199002,2,0.0,0.450861355496,1,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
168,1.0,0.809172351894,5,0.0,0.596413309458,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
274,0.0,0.749907751674,3,0.0,0.702325300184,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
204,0.0,0.6566782497079999,2,0.0,1.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
143,0.0,0.627051928281,3,0.0,0.282010092243,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
264,0.0,0.998916747061,4,0.0,0.677278871786,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
160,0.0,0.9918629670720001,3,0.0,0.833705096265,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
265,0.0,0.633354090573,2,0.0,1.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
255,0.0,0.837546798297,4,0.0,0.783020587666,1,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
227,1.0,0.0,4,0.0,0.57298889357,0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
157,0.0,0.86267812655,3,1.0,0.600037540785,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
144,0.0,0.48680621994400003,2,0.0,0.415468123116,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
141,1.0,0.503339046076,2,0.0,0.501474910431,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
156,0.0,0.964244589938,3,0.0,0.110045341367,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
254,1.0,0.994033025398,5,0.0,0.658299358206,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
227,0.0,0.781579769851,5,0.0,0.7291226783750001,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
185,1.0,0.950733651827,4,0.0,0.7010700266490001,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
139,0.0,0.598175222961,4,1.0,0.7984530595649999,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
102,0.0,0.662469246965,3,0.0,0.564086283809,0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
224,0.0,0.46917872754699996,7,0.0,0.198189719905,1,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
180,0.0,0.9917190171349999,4,0.0,0.71636953448,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
199,0.0,0.755813042098,5,0.0,0.799777921643,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
133,0.0,0.7206644877060001,3,0.0,0.5721782515999999,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
223,0.0,0.56320579599,3,0.0,0.621469558423,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
210,0.0,0.612116804236,4,0.0,0.9271030960709999,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
231,0.0,0.47030329956999994,5,0.0,0.5700042639280001,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
286,0.0,0.500022938191,5,0.0,0.515826823094,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
245,0.0,0.707904116002,3,0.0,0.6187524976550001,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
171,0.0,1.0,5,0.0,0.957896662236,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
265,0.0,0.0,3,0.0,0.7390185120649999,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
265,1.0,0.5911486575289999,5,0.0,0.701686684546,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
144,0.0,0.7277503815459999,4,0.0,0.584864308487,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
238,0.0,0.6449302078220001,5,0.0,0.5104439779959999,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
179,1.0,0.8635293091060001,3,0.0,0.517247752166,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
137,0.0,0.828419183416,5,0.0,0.29295143406,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
143,0.0,0.5812072850819999,3,0.0,0.577079776075,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
214,0.0,0.0,3,0.0,0.938101516569,0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
135,0.0,0.8396886385600001,5,0.0,0.8747469507950001,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
205,0.0,0.484577398116,5,0.0,0.779698371894,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
162,0.0,0.594988974085,3,0.0,0.873620884927,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
233,0.0,0.555223680688,4,0.0,0.81934822388,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
210,1.0,0.626628147137,4,0.0,0.550100791152,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
174,1.0,0.942203068686,5,0.0,0.9180001872169999,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
227,1.0,0.812505679397,5,0.0,0.7937908680689999,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
146,0.0,0.507349066515,2,0.0,0.434845219483,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
183,0.0,0.9314752822679999,4,0.0,0.286521555147,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
214,1.0,0.949734242171,4,0.0,0.42646702472099995,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
141,1.0,0.461296816508,4,0.0,0.802326618089,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
271,0.0,0.845275390329,6,0.0,0.8033794985539999,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
143,0.0,0.6613359422339999,3,0.0,0.6792229118780001,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
113,0.0,0.877965379917,5,0.0,0.679141572677,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
139,0.0,0.0,4,0.0,0.801094149252,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
151,0.0,0.0,4,0.0,0.950565085091,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
210,0.0,0.0,3,0.0,0.6743150217380001,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
143,0.0,0.0,5,0.0,0.90765530222,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
156,0.0,0.784681584472,3,0.0,0.642427140978,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
247,0.0,0.695355089121,6,0.0,0.7512401243379999,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
267,0.0,0.706341580466,4,0.0,0.554761325348,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
146,0.0,0.947691906842,5,0.0,0.690981308909,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
137,0.0,0.920259423063,4,0.0,0.917075831536,0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
256,0.0,0.767393339062,3,0.0,0.9613204164820001,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
200,0.0,0.6196573262539999,4,1.0,0.46113441154600004,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
148,0.0,0.639983971419,3,0.0,0.6984084480030001,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
149,0.0,0.9240686461609999,4,0.0,0.759604591794,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
211,0.0,0.779151895327,3,0.0,0.8999571876829999,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
156,0.0,0.510090801007,3,0.0,0.452710941272,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
136,0.0,0.6636024201699999,4,0.0,0.57650490127,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
180,0.0,0.543040194779,4,0.0,0.7325743095909999,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
143,0.0,0.8063824750699999,5,1.0,0.483001056096,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
181,0.0,0.6963046672050001,3,0.0,1.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
203,0.0,0.526861056701,5,0.0,0.887488845209,0,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
195,0.0,0.9683909047879999,3,0.0,0.890516837959,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
128,0.0,0.47485793507,2,0.0,0.408224310458,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
263,0.0,0.5756148947349999,3,0.0,0.90026478685,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
175,0.0,0.0,3,0.0,0.9588407166740001,0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
237,0.0,0.524787315903,3,0.0,0.54692747032,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
224,1.0,0.573394291557,4,0.0,0.7263335388150001,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
219,0.0,0.0,4,0.0,0.56773437702,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
178,0.0,0.0,5,0.0,0.6942615035259999,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
257,0.0,0.589180965685,3,0.0,0.597185925657,0,6.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
152,0.0,0.539839774709,2,0.0,0.40208874544100004,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
175,1.0,0.824816475017,5,0.0,0.6970660145350001,0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
169,0.0,0.922187106611,4,0.0,0.667012955468,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
176,0.0,0.5719722285809999,3,0.0,0.8800679530869999,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
272,0.0,0.952939786002,4,0.0,0.49834581892499996,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
225,0.0,0.0,3,0.0,1.0,0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
169,0.0,0.556436423628,3,0.0,0.542097609667,0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
182,0.0,0.5951299604379999,4,0.0,0.5058453882739999,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
129,0.0,0.44949433209299994,2,0.0,0.38321351361199996,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
211,0.0,0.852948165279,4,0.0,0.7975713604860001,0,8.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
155,1.0,0.608949443165,3,0.0,0.6929318810709999,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
139,0.0,0.526794415296,5,0.0,0.187278342913,0,6.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
264,0.0,0.993579846888,4,0.0,0.8934109502420001,1,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
169,0.0,1.0,3,0.0,0.585031068973,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
154,0.0,0.876874212537,3,0.0,0.695331592723,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
212,1.0,0.6295478539980001,4,0.0,0.613149649298,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
131,1.0,0.0,2,0.0,0.326495741909,1,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
240,0.0,0.929013140923,4,0.0,0.767117808172,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
251,0.0,0.536362822793,4,0.0,0.538819422603,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
216,0.0,0.608366431206,4,0.0,0.9560883625550001,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
237,0.0,0.577341643098,3,0.0,0.6235539522469999,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
147,0.0,0.0,2,0.0,0.4751316628600001,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
140,0.0,0.623494415368,5,1.0,0.647246649839,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
245,0.0,0.7508587264200001,3,0.0,0.8742629887100001,0,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
170,0.0,0.592943333109,4,0.0,0.634444684994,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
300,0.0,0.979650675283,7,0.0,0.166335733494,1,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
152,0.0,0.773193952251,6,0.0,0.182800275607,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
268,0.0,0.761100335929,3,0.0,0.847255226907,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
259,0.0,0.539700141295,4,0.0,0.7418764521,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
257,1.0,0.7769017012880001,3,0.0,0.890126886672,0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
218,0.0,0.9722127721580001,3,0.0,0.670190628147,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
249,0.0,0.836038670425,5,0.0,0.519994845929,1,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
138,0.0,0.802477174145,4,0.0,0.492286585988,1,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
250,0.0,0.463936754194,2,0.0,0.985198756677,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
132,0.0,0.0,4,0.0,0.788457767519,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
212,0.0,0.63249212414,3,0.0,0.5275756905210001,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
171,0.0,0.5077947284100001,3,0.0,0.5714840469100001,0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
139,0.0,0.6374330062479999,2,0.0,0.7105297642370001,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
271,0.0,0.645042960065,4,0.0,0.967617100768,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
256,0.0,0.687067606093,5,0.0,0.872954633246,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
198,0.0,0.5279902999130001,3,0.0,0.8061969172750001,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
274,0.0,0.0,3,0.0,0.8901131172310001,0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
136,0.0,0.688040738597,4,0.0,0.68486556227,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
260,0.0,0.587154751083,5,0.0,0.660227153171,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
244,0.0,0.878378211866,4,0.0,0.17004717193,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
274,0.0,0.581128317134,5,0.0,0.6287584405759999,0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
245,1.0,0.850387624137,4,0.0,0.770551422885,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
180,0.0,0.0,4,0.0,0.455526770959,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
195,0.0,0.679788696761,3,0.0,0.736665225943,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
136,0.0,0.5354599624849999,2,0.0,0.48785071291599996,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
244,0.0,0.787105679941,6,0.0,0.11398261305299999,1,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
224,0.0,0.79785931743,4,1.0,0.76295009015,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
258,1.0,0.98536683748,2,0.0,0.506632365947,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
240,1.0,0.883383264086,6,0.0,0.265099322684,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
150,0.0,0.5427053810270001,2,0.0,0.48535812466300005,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
147,0.0,0.793802794083,3,0.0,1.0,0,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
204,0.0,0.9505401560760001,2,0.0,0.526474543543,0,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
135,0.0,0.926125164117,4,0.0,0.93873690933,0,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
208,0.0,0.679343223536,4,0.0,0.5520031543789999,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
141,0.0,0.528517368316,2,0.0,0.408937101043,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
229,1.0,0.645276209313,3,0.0,0.8730210570520001,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
269,0.0,0.577557291174,3,0.0,0.822039095161,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
255,0.0,0.606735094944,3,0.0,0.67763106697,0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
175,0.0,0.41484994743000003,6,0.0,0.25464311291700004,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137,0.0,0.499223707251,2,0.0,0.43153461474699994,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
208,1.0,0.858923692685,5,0.0,0.910023642565,0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
167,0.0,0.708144274728,5,0.0,0.151752637733,0,7.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
244,0.0,0.926197140182,6,0.0,0.06186842775859999,1,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
223,0.0,0.837597210432,5,0.0,0.738441230443,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
244,0.0,0.931267188831,6,0.0,0.09024231821149999,1,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
181,0.0,0.9104384164110001,3,0.0,0.6928171218979999,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
164,0.0,0.8391862955249999,4,0.0,0.756663465708,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
232,0.0,0.754073998847,3,0.0,0.546859155925,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
160,1.0,0.485723137609,4,0.0,0.8477431891670001,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
160,0.0,0.542536184326,2,0.0,0.39775490239600003,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
255,1.0,0.458827420594,6,0.0,0.8909159946349999,0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
281,0.0,0.57361951123,4,0.0,0.53541993317,1,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
131,0.0,0.539248768908,2,0.0,0.48834535715300004,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
174,0.0,0.48232412289800003,6,0.0,0.41414624168499997,0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
266,0.0,0.761661814121,4,0.0,0.632767429822,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
205,0.0,0.574165551919,3,0.0,0.596604337353,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
174,0.0,0.74328780066,4,0.0,0.466656488424,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
157,0.0,0.592210971108,4,0.0,0.520846303631,0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
231,0.0,0.6936333887180001,6,0.0,0.8604743613770001,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
217,0.0,0.667059893746,5,0.0,0.960912883157,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
210,0.0,0.953588172604,4,0.0,0.670037813085,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
242,0.0,0.6142830489109999,4,0.0,0.8137497314859999,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
249,0.0,0.814468945864,5,0.0,0.713843504199,1,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
128,0.0,0.498707793723,2,0.0,0.423623680064,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
301,0.0,0.921234872242,7,0.0,0.059312094369099996,1,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
226,0.0,0.0,4,0.0,0.427579483098,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
148,0.0,0.788132303218,2,0.0,0.937853522289,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
210,0.0,0.927514251135,4,0.0,0.845479158935,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
309,0.0,0.8763057835670001,6,0.0,0.10174210335100001,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
146,1.0,0.7203802323540001,3,0.0,0.860161460957,0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
237,0.0,0.804960013283,5,0.0,0.7448397207430001,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
188,0.0,0.850194831276,3,0.0,0.500962140579,0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
134,1.0,0.838446364796,5,0.0,0.777343240365,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
208,1.0,0.0,3,0.0,0.61624456786,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
139,0.0,0.36632938195200004,2,0.0,0.457461514947,0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
190,0.0,0.667117936699,4,0.0,0.8092805176279999,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
171,0.0,0.526946654206,2,0.0,0.421845212244,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
170,1.0,0.7075347329870001,5,0.0,0.461991278264,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
162,0.0,0.572796776562,3,0.0,0.854613975238,0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
186,0.0,0.7479698973379999,3,0.0,0.41943757386200003,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
140,0.0,0.0,2,0.0,0.875218765106,0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
206,0.0,0.851294961153,3,0.0,0.566524373067,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
159,1.0,0.820611867805,2,0.0,0.21711946382800001,0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
226,0.0,0.533394669481,6,0.0,0.37181876697599997,0,6.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
151,0.0,0.6634697500460001,5,0.0,0.715657348046,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
